year,total_trades,resolved_trades,win_rate_pct,assigned_count,total_premium,total_pnl,avg_pnl,avg_premium,avg_hold_days,avg_pnl_pct,avg_return_on_notional_pct,max_loss,max_win
2024,178.0,178.0,78.08988764044943,0.0,204240.45,-5163.56,-29.008764044943824,1147.4182584269663,128.7398843930636,49.17013926598914,0.35431048312055763,-2240.19,952.82
2025,199.0,199.0,80.90452261306532,0.0,206707.38,7746.999999999996,38.92964824120601,1038.730552763819,16.918781725888326,239.3734408501219,0.24937966419686022,-3581.38,1432.86
2026,138.0,138.0,85.5072463768116,0.0,232684.62,18451.460000000003,133.70623188405798,1686.1204347826088,51.34848484848485,153.63181320831612,0.21075795884054666,-13046.88,6988.06
