mode,total_trades,resolved_trades,win_rate_pct,assigned_count,total_premium,total_pnl,avg_pnl,avg_premium,avg_hold_days,avg_pnl_pct,avg_return_on_notional_pct,max_loss,max_win
A,114.0,114.0,86.8421052631579,0.0,20078.690000000002,2052.899999999999,18.007894736842097,176.12885964912283,1.3070175438596492,448.68646462424266,0.1500538348588921,-1360.68,311.3
B,64.0,64.0,93.75,0.0,96976.63,5703.0,89.109375,1515.25984375,21.046875,8.357948139163062,0.7354845632280809,-351.41,688.6
C,90.0,90.0,90.0,0.0,57635.07999999999,6661.359999999999,74.0151111111111,640.3897777777777,9.377777777777778,39.73948265474025,0.5750028860577848,-949.07,718.68
CC,172.0,172.0,81.97674418604652,0.0,123320.09,9244.73,53.748430232558135,716.9772674418605,7.662790697674419,160.85285467049079,0.023249452393878076,-3581.38,1432.86
STOCK,75.0,75.0,49.333333333333336,0.0,345621.96,-2627.089999999998,-35.02786666666664,4608.2928,463.30645161290323,-10.083972959108184,,-13046.88,6988.06
